Year	cd	State Code	State Name	Conccat	Bachelors_degree_or_higher	high_school_or_some_degree	Less_than_high_school_graduate	Less_than_$5000	$5000_to_$9999	$10000_to_$14999	$15000_to_$19999	$20000_to_$24999	$25000_to_$34999	$35000_to_$49999	$50000_to_$74999	$75000_to_$99999	$100000_to_$149999	$150000_or_more	Total_Agriculture_forestry_fishing_hunting_mining	Total_Construction	Total_Manufacturing	Total_Wholesale_trade	Total_Retail_trade	Total_Transportation_warehousing_utilities	Total_Information	Total_Finance_insurance_realestate_rental_leasing	Total_Professional_scientific_management_administrative_waste_management_services	Total_Educationalservices_healthcare_socialassistance	Total_Arts_entertainment_recreation_accommodation_foodservices	Total_Otherservices_except_Public_administration	Total_Public_administration	Male	Male_Agriculture_forestry_fishing_hunting_mining	Male_Construction	Male_Manufacturing	Male_Wholesale_trade	Male_Retail_trade	Male_Transportation_warehousing_utilities	Male_Information	Male_Finance_insurance_realestate_rental_leasing	Male_Professional_scientific_management_administrative_waste_management_services	Male_Educationalservices_healthcare_socialassistance	Male_Arts_entertainment_recreation_accommodation_foodservices	Male_Otherservices_except_Public_administration	Male_Public_administration	Female	Female_Agriculture_forestry_fishing_hunting_mining	Female_Construction	Female_Manufacturing	Female_Wholesale_trade	Female_Retail_trade	Female_Transportation_warehousing_utilities	Female_Information	Female_Finance_insurance_realestate_rental_leasing	Female_Professional_scientific_management_administrative_waste_management_services	Female_Educationalservices_healthcare_socialassistance	Female_Arts_entertainment_recreation_accommodation_foodservices	Female_Otherservices_except_Public_administration	Female_Public_administration
2021	35_CA	CA	California	202135_CA	65802	132618	34700		1523	2874	3365	3200	6944	10648	18411	15456	21159	25476		8649	15551	6275	11782	11514	1377	7551	13535	24522	7306	4301	6799	71520	633	7851	11204	4405	7287	8381	1027		8853	7738	4185	2450	3854	48572	297		4347	1870	4495	3133	350	3899	4682	16784	3121	1851	2945
2021	35_TX	TX	Texas	202135_TX	116793	245391	68524	9379	6251	9466	9651	9707	22640	29347	43102	32874	36273	28374	1921	30110	18727	6392	24718			15235	33290	44042	20478	9989	17026	139688	1640	27958	13852	4708	14363	10010	3039	6771	19713	13237	10962	5667	7768		281	2152	4875	1684	10355	2895	2173	8464	13577	30805	9516	4322	
2021	36_CA	CA	California	202136_CA	116889	44409	5219	3652	1298	2935	2487	2906	4753	6457	11788	11425	19591	49308	252	3238	8315	3270	7124	3589	9999	11916	24762	16276	6252	2399	3411	58238	141	3001	5850	1857	3533	2233	6356	7551	15815	5332	3476	1064	2029	42565	111		2465	1413	3591	1356	3643	4365	8947	10944	2776	1335	1382
2021	36_TX	TX	Texas	202136_TX	69568	226213	57871	5976	4691	8253	7778	9749	18131	24671	35593	25641	34079	31581	4347	23895	28598	6834	17516	14340	1821	9423	18822	37097	11865	8749	9035	114783	3097	21295	23234	5036	9320		1047		11748	7882	6171	5216		77559	1250	2600	5364	1798	8196	3203	774	5274	7074	29215	5694	3533	3584
2021		CA	California	202137_CA	149638	168400	84000	8863	5801	9478	7322	9449	16436	24273	32968	26897	33769	45565	482	10864	17369	6473	18049	10937	14277	13864	40255	39958	20404	11594	6884	118656	289	10393	11372	4115	10184	7940	8139	7623	23298	14572	12174	5618	2939	92754	193	471	5997	2358	7865	2997	6138	6241	16957	25386	8230	5976	3945
2021	37_TX	TX	Texas	202137_TX	430861		52012	13306	8709	10252	10799	11262	28032	44356	75351	60580	94315		3410	30760	48332	11408	42083	18148	19671	43940	112832	94963	28388	19185	35195		2610	26121	35752	8304	25971	14627	12215	24423	70415	29495	16632	9429	17776	214545	800	4639	12580	3104	16112	3521	7456	19517	42417	65468	11756		
2021	38_CA	CA	California	202138_CA	216446	452640	107639	9227	4983	9399	9493	9948	21363	33580	55410	49688	73216	83549	2055	28123		23896	39392	34843	7316	29119	47486	85191	26443	16750	23381	245151	1714	25540	39898	15656	22628	26667	5055	14083	29787	26478	15000	10493	12152	176214	341	2583	17472	8240		8176	2261	15036	17699	58713	11443	6257	
2021	38_TX	TX	Texas	202138_TX	3805	13593	2473	64	431	273	293	227	895	997	1733	1775	1816	1984	410	1432	1629	402	1243	633	314	752	1002	1894	628	536	456	7142	338	1384	1454	212	800	549	262	186	730	400	278	345	204	4189	72	48	175	190	443	84	52	566	272		350	191	252
2021	39_CA	CA	California	202139_CA	154079	497086	124409	7868		8532	8876	9452	23622	34601	57413	47966	68034	68441	3171	45098	44978	14031	45294	38625	5777	21111	39697	80603	20853	15466	24623	240946	2487	42057	32774	10093	26607	29136	4302		26147	23193	12261		13172	158381	684		12204	3938	18687	9489	1475	11729	13550	57410		6131	11451
2021	4_AL	AL	Alabama	20214_AL	71815	298112	65662	9700	9396		17207	16270	31200	41420	50559	33797	33753		4637	19516	52614	6401	24967	15893	3112	9726	15267	46814	9940	9665	11620	134622	4120	17734	39462	5031	13393	12663	2053	3457	9330	9939	4018	6851	6571	95550	517	1782	13152	1370	11574	3230	1059	6269	5937	36875	5922	2814	5049
2021	4_AR	AR	Arkansas	20214_AR	82960	346883	60277	12437	11648	19163	19576	19902	36903	46656	59497	38427	36907	20951	9630	19410	46121	6001	26038	16776	2649	12579	16930	59086	11855	10957	14865	140926	8257	17971	33983	4497	13795	13622	1472	3891	10335	12503	5798	6836	7966	111971	1373	1439	12138	1504	12243	3154	1177	8688	6595	46583	6057	4121	6899
2021	4_AZ	AZ	Arizona	20214_AZ	241133	394612	67993	13899	8892	12495	14569		35349	54396	80983		73685	63694	1899	30787	40251	11234	42947	22137	9380	51924	62457		31083	15479	15534	236491	1485	27061		8397	25409	15734	5990	26046	37353	24763	17637	8774	8641	177185		3726	11050	2837	17538	6403	3390	25878	25104	53801	13446	6705	6893
2021	4_CA	CA		20214_CA	129414	289701	53502	7162		8406	6418	7297	15845	23547	39017	34158	49304	61543	6977		22812	6046	20114	15281	3379	13728	25085	54523	15197	9252	22140	133907	5677	17985	16408	4112	11952	11574	2384	5708	15408	17996	8081	5355	11267	100378	1300	1766	6404	1934	8162	3707	995	8020	9677	36527	7116	3897	
2021	4_CO	CO	Colorado	20214_CO	110166		15470	2658	1902	3149	3016	3085	8189	11479	19366	18452	29903	44972	7027	10969	11356	4972	12745	7217	7225	17726	22771	27169	5813	4797	9914	91054	6065	9737	8579	3658	7444		5181	9904	14560	7545	3956	2807	5923	58647	962	1232	2777		5301		2044	7822	8211	19624	1857	1990	3991
2021	4_CT	CT	Connecticut	20214_CT	244036			6761	6291	9327	8491	8579	16894	24602	39235	29127	46646	104880	670	19008	26581	8229	23556	10977	8384	43587	47731	58985	15396	11354	7999	165410		17532	18242	5364	14355	8606	5162	28797	30064	16789	9644	5442	4952	117047	209	1476	8339	2865	9201		3222	14790	17667	42196	5752	5912	3047
2021	4_FL		Florida	20214_FL	92879	283915	47008	10816	7576	11307	9881	11747	26075	33278	48952	36220	38171	27570	882	16417	14949	5940	23933	23559	3870	22717	26920		15186	10219	14866	123986	737	14130	11275	4353	13570	18489	2162	8300	16016	12249	8097	5838	8770	104268	145	2287	3674	1587	10363	5070	1708	14417	10904	36547	7089	4381	6096
2021	4_GA	GA	Georgia	20214_GA	55656	91286	15207	2748	1631		3477	3376	8451	12733	19236	13055	14156	12245		5589	7729	2701	9360		3572	6874	15158	21932	5543	3603	5774	48985	105	5016	5074	1810	5243		2359	2650	8092	5053	2916	2333	2315	47906	17	573	2655	891	4117	2915	1213	4224	7066	16879	2627		3459
2021		IA	Iowa	20214_IA	110203	322504	39809	9428		13006	15275	13587	28845	40008	61626	45769	53220	32417	18702	21892	51890	10677	27065	17910	3304	17865	16958		10814	11808	11795	165348	16687	20372	37416		15406	14435	1877	6561	9726	15504	5016	7632	6131	118570	2015	1520	14474	2092	11659	3475	1427	11304	7232	47734	5798	4176	5664
2021	4_IL	IL	Illinois	20214_IL	110202		93148	11104	8476	10876		14591	26861	30476	43149	32244	34462	29844	617	16060	35628	8225	18821	19791	3763		31791	48188	21622	11402	10249	137984	557	14895	24012	5259	11115	15017	2224	6903	18659	13628	13341	6886	5488	103811	60	1165	11616	2966	7706	4774	1539	8735	13132	34560	8281	4516	4761
2021	4_IN		Indiana	20214_IN		377636	52669	9740	7656	12096	13686	14593		45150	68853		62980	45859		23713	75583	9023	30291	23726	4029	17437	29931	75357	13302	13856	14293	196178	5292	21430	55219	7066	16750	18273	2395	7603	18028	20169	7015	8572	8366	140402	747	2283	20364	1957	13541	5453	1634	9834	11903	55188	6287	5284	5927
2021	4_KS	KS	Kansas	20214_KS	118348	271856	46101	8236	6779		11219	14329	27074	39180	55220	38276	43102	29871	7009	18271		7243	22278	13393	3435	13668	20522	59249	13082	9923	12560	142822	6309	16666	38328	5448	11985	9881	1924	5895	11974	15197	6669	5403	7143	108759	700	1605	12620	1795	10293	3512	1511	7773	8548	44052	6413	4520	5417
2021	4_KY	KY	Kentucky	20214_KY	184864	378555	53071	10640	8948	13782	15368		32181	44671	66712	52441	68275	60037	5320	25080	58972	11158	33500	25788	5653	30909	35418	73204	16149	12220	20392	202427		22403	44330	8209	19114	20004	3377	14536	21702	17341		7337	10800	151336	941	2677	14642	2949	14386	5784	2276	16373	13716	55863	7254	4883	9592
2021	4_LA	LA	Louisiana	20214_LA	83562	321525	65620	13590	14065	22450	20960	19920	33247	37419	45944	30274	35970	23837	11140	17156	21133	5155	22431	14262	3041	10971			13381	10426	15936	120915	10301	15499	17344	4261	11634	11648	1720	3779	9963	13360	5213	6460	9733	97867	839	1657	3789	894	10797	2614	1321	7192	6815		8168	3966	6203
2021	4_MA	MA	Massachusetts	20214_MA		263815	38408	8923	5070	11379	10103	10111	18731	25315	42062	38723	60650	105161	1125	21217	35297	10653	28702		7263	30761	51507	80668	13221	10888	15294	180917	751	19444	24435	7133	17366	8698	4417	18322	31696	25532	7580	5889	9654	137115	374	1773	10862	3520	11336	2738	2846	12439	19811	55136	5641	4999	5640
2021	4_MD	MD	Maryland	20214_MD	183199	324876	75197	9017	5291	7143	6740	7191	16990	27365	53100	44159	67812	74543	675	36853	8165	4995	22993	23258	8090	18249	57468	76978	21806	19402	57971	185376	444	34181	4956		13455	17412	4431	8842	31266	22322	11104	8871	24222	171527	231	2672	3209	1125	9538	5846	3659		26202	54656	10702	10531	33749
2021	4_MI	MI	Michigan	20214_MI	64678	149518	19873	4491	4101	6406	6925	7096	15153	19373	25327	19813	22226		1690	6872	29919	3314	11492	4842	1124	7553	10659	25649	6115	5326	4160	67627	1285	6314	21294	2526	6173	3698	712	3055	6503	7299	3454	3245	2069	51088	405	558	8625	788	5319	1144	412	4498	4156	18350	2661	2081	2091
2021	4_MN	MN	Minnesota	20214_MN	157791	198598	36491	6271	4981	8244	7874	8105	18516	27121	41640	31992	43870	47416	1168	10381	35381		17706	11257	4546	20650	26966	53285	12264	8796	13946	123289	892	8760	24383	4933	11084	8505	2815	10963	16248	17048	6471		6814	99912	276	1621	10998	1922	6622	2752	1731	9687	10718	36237	5793	4423	7132
2021	4_MO	MO	Missouri	20214_MO	101806	285105	34717	5732		11447	10805	12021	24995	34996	50407	36444	45310	29891	6065	20270	31773	6655	23443	15580	3617	17751	19650	53883	9847		16101	131063	5285	18686	23606	5071	13330		2169	6878	11188	12946	5017	5674	9199	102664	780	1584	8167	1584	10113	3566	1448	10873	8462	40937	4830	3418	6902
2021		MS	Mississippi	20214_MS	70169	239287	42289	8514	7126	11348	11555	11104	22654	29873	38704	28403	28909	18533	2623	15524	21299	3813	16656	10477	2133	9036	12621	41929	17118	7308	11826	96271	2314	14067	17020	3044	9183	8496		3578	7420	9605	8633	4558	6933	76092	309		4279	769	7473	1981	713	5458	5201	32324	8485	2750	4893
2021	4_NC	NC	North Carolina	20214_NC	193067	207909	39133	8032	5932	8698	8567	9323	22153	30364	42710		46306	50483	1109	15898	26578	5387	18764	8575	5243	19028		70829	11772	9545	12910	133066	853	14753	17330	3608	10480	6880	3029	9508	26006	22152	5694	5260	7513	116241	256	1145	9248		8284	1695	2214	9520	17663	48677	6078	4285	5397
2021	4_NJ	NJ	New Jersey	20214_NJ	103797	164652	18787	4041	2643	4755	5768	6336	13494		27852	23285	33657	43910	478	12295			17758	9855	3544	12817	18874	38516	8576		10662	89311	406	109070	6865	3953	10273	8360		7308	11202	11534	5010	3306	7623	65406	72	1388	3342	1297	7485	1495	980	5509	7672	26982	3566	2579	3039
2021	4_NV	NV	Nevada	20214_NV	41189	152007	24867	2715	2036	3295	2880	4937	10090	14398	22854	19334	24552	16304	1845	9941	4903	2269	11591	8546	1946	6911	11947		21107	4886	9005	63676	1270	8996	3459	1692	5805	6709	1464	2885	7209	5326	11329		4780	50934	575	945	1444	577	5786	1837	482	4026	4738		9778	2134	4225
2021	4_NY	NY	New York	20214_NY	242721	278485	48826	4168	3060	5352	5559	6347	11485	19111		31374	58319	116211	377	23962	17157	10867	24817	24309	8452	37116	43040	103861	16079	11189	22300	193246	292	21877	11583	7599	15255	19709	5255	22333	25940	31576	10660	6307	14860	150280	85	2085	5574	3268	9562	4600	3197		17100	72285	5419	4882	7440
2021	4_OH	OH	Ohio	20214_OH	69689	211109	24653	5204		7378	8044	8816	17518	26542	37973	29022	31477	21248	3276	9627	42733	4865	15385	9616	2190	11581	13823	34804	6306		8938	98629	2708	8776	31307	3424	8546	7538	1601		8694	8445	3109	3796	5455	70431	568	851	11426	1441	6839	2078	589	6351	5129	26359	3197	2120	3483
2021	4_OK	OK	Oklahoma	20214_OK	91839		33294	6756	5562	9082		9989	20509	28811	42212	30465	35582	24095	9711	14277	18586	5728		10747	2804	10527	16381	46816	12153	8814	18734	111509	8308	12970	14278	4529	11803	8745	1808	4202	10443	11565	5571	5359	11928	84324	1403	1307	4308	1199	8752	2002	996	6325	5938	35251	6582	3455	6806
2021	4_OR	OR	Oregon	20214_OR	101203	259804	32970	9298		13396	13066		25550	37116	50422	35952	39143	27712	5597	12462	22001	5352	19803	8025	2247	9495	17644	43622	12594	6505	10879	101364	4299	11540	18077	4096	11245		1398	3825	10974	14198	6585	3717	5658	74862		922	3924	1256	8558	2273	849	5670	6670	29424	6009	2788	5221
2021	4_PA	PA	Pennsylvania	20214_PA	130933	141335	13889	3710	1889	3778	4251	5330	9847	14434	26580	24301	35420	50705	645	9447	27070		14001	7919	4111	19629	27252	42370	6398	6514	6506	98956	498	8647	18362	3539		5995	2825	10168	16210		3733	3969	4068		147	800	8708	1699	5343	1924	1286	9461	11042	30086	2665	2545	2438
2021	4_SC	SC	South Carolina	20214_SC	162893	309208	55890	11251	8730	12955	13613	13068	32722	43648		46232	49772	43130	1088		63879	10909	27234	17738	6033	19641	33887	61269	17378		9564	173590	816	17932	46338	7387	14614	13698	3947	8553	21697	15632	9649	8121	5206	128664	272	2619	17541		12620	4040	2086	11088	12190	45637	7729	4962	4358
2021	4_TN	TN	Tennessee	20214_TN	84105	261315	43681	7064	6456	10976	10595	10898	22569	34478	47118	31991	34583	21145	4336	16646	47424	5856	20139	14429	2991	13303	17381	43395	10723		10982	124168	3529	15154	33384	3952	11219	11824	1951	5064	10739	10332	5374	5488	6158	91567	807	1492	14040	1904	8920	2605	1040	8239	6642	33063		2642	4824
2021	4_TX	TX	Texas	20214_TX	38269	124989	20510	3676	3912	5953	5506	5830	10588	14271	21436	15057	17218	13659	3069	8759	14500	2662	10853	6277	1288	7257	9036	24213	5650	4623	6064	59152	2726	8203	10854	2114	6390	5187	934	2088	5098	5460		3115	3994	45099	343	556	3646	548	4463	1090	354	5169	3938	18753	2661	1508	2070
2021	4_UT		Utah	20214_UT	200339	356655	37628	5203	3471	4996	6054	6529	15647	29252	52514	46799	67511	65274	3935	30147	37777	10462	33768	15079	8371	31245	53354	61463	12760	12791	14939	210238	3510	27594	28331	8109	21063	11769	5502	17919	37771	23047	7469	8324	9830		425	2553	9446	2353	12705	3310	2869	13326	15583	38416	5291	4467	5109
2021	4_VA		Virginia	20214_VA	88745	216685	39128	7234	5837	9620	9344	8870	19291	27198	38212	26509	31894	20616	962	14412		4239	17384	13906	3003	16341	20602	38904	12089		18366	97781	886	12828	12464	3092	10006	10228	1725	6256	10984	9117	6144	4763	9288	87671	76	1584	5248	1147	7378	3678	1278	10085	9618	29787	5945	2769	9078
2021	4_WA	WA	Washington	20214_WA	89622	269472	89887	6066	6162	9623	10637	10241	24013	35632	52459	37258	43778	33807	31424	18376	23152	9212	20868	17277	2476	8171	22638	49433	10869	7515	13688	142021	24937	15805	18008	6639	12300	12998	1673	3295	15038	13168	5512	4602	8046	93078	6487	2571	5144	2573	8568	4279	803	4876		36265	5357	2913	5642
2021	4_WI	WI	Wisconsin	20214_WI	108692	247184	50666	13042	9314	18610	13307	15850	28477	36664	46466	31036	30745	20454	959	9118	37651	5622	17550	11682	3711	14747	24616	54335	14216	8073	7705	109519	746	8250	26457	3914	9913	7615	2148	6481	13840	14283		3845	3755	100466	213	868		1708	7637	4067	1563	8266	10776	40052		4228	3950
2021	40_CA	CA	California	202140_CA	58930	78449	17539	1580	633	1259	1277	1296	3531	4392	9802		14095	26858	553	6110	10198	4192		5128	1586	9494		15366	4121	2942	4854	48721	343	5147	7006	2534	3884	3772	1046	5168	7959	5121	2145	1642	2954		210	963	3192	1658	2209	1356	540	4326	4658	10245	1976	1300	1900
2021	41_CA	CA	California	202141_CA	23011	52442	8663	1456	807	1494	1645	1338			6396	5608	10114	11770	187	3746	6057	1381	4632	2562	810	4008	6155	7963	3727	1962	2608	27606	104	3425	4705	904	2736		594	1674		2428	2199	1279	1541	18192	83	321	1352	477	1896	517	216	2334	2183	5535		683	1067
	42_CA	CA	California	202142_CA	68365	127722	47205	4155	2190	5400	4436	4693	10666	14267	22914	19014	20172	20847	462	9426	16761	5708	11448		3119	8011	16157	25911	10975	5784	5569	76089	368	8659	11310	3961	6874	8862	2049	4027	10042	8203	5943	3408	2383	55253	94	767	5451	1747	4574	3149	1070	3984	6115	17708	5032	2376	
2021	43_CA	CA	California	202143_CA	163586		125129	11270	7183		10585	11851	25605	32563	48953	39578	50545	56775		18838	37566	10415	27131	28336	9533	18279	44675	58748	26130		13774	176486	1100	17469	25638	6892	15924	20178	5727	8853	27146	16536	15425	9249	6349	135387	179	1369	11928	3523	11207	8158	3806	9426	17529	42212	10705		7425
2021	44_CA	CA	California	202144_CA	169438	486531	204970	12042	8013		14768	15608	32622	45651	69016		66856	65963	2409	30939	61607	20333	41463	48046	7541	21064		83880	28926	21623	19455	254438	1701	28726	42538	13909	23666	36261	4812	9273	30604	23854	16928	13575	8591	181465	708	2213	19069	6424	17797	11785	2729	11791	18013	60026	11998	8048	10864
2021	45_CA	CA	California	202145_CA	57894	78209	16841	1472	1186	1584	1606	1718		5908	10169	9318	15690	25850	323	6646	12048		7140	4615	1277	7258	12622	17445		3223	4436	50643	244	6036	8451	2622	4152	3589	943	3418	7981	5990	2787	1837	2593	36035	79	610	3597	1433	2988	1026	334	3840	4641	11455		1386	1843
2021	46_CA	CA	California	202146_CA	145615	339802	124367	7792	5195	9724	7935	8331	18921		45039	36988	50860	52567	2849	24234	52518	11434	30499	15985	4764	23868	40734	54827	27982	15604	10436	186666	2149	22090	34734	8055	18019	12235	3198	11829	26435	17538	15700	8988	5696	129068	700	2144	17784		12480		1566	12039	14299	37289	12282	6616	4740
2021	47_CA	CA	California	202147_CA	349778		75557	14266	6011	11105	9234	10352	22401	31771	52616	51645	82897	139715	2343	23922	60956	17174	34898	16603	10461	47749	74094	75468	26271	16945	13766	249611	1944	21072	41926	11283	20787	12982	6917		45787	27363	16113	8319	8023	171039	399	2850	19030	5891	14111	3621	3544	20654	28307	48105	10158	8626	5743
2021	48_CA	CA	California	202148_CA	314869	658142	126058	14345	8234	16390	17417	17127		53835	88145	75595	115133	142436	7729	51717	64479	14758	56670	30943	11141			110084	42104	22528	41944	339487	5820	46366	46797	11163	32677	23900	7925	16382	49190	33327	24700	12830	28410	227069	1909	5351	17682	3595			3216	19887	27000	76757	17404	9698	13534
2021	49_CA	CA	California	202149_CA	297925	284673	40516	9160	4480		6938	9083		24978	45099	40915	70061		2242		43982	11866	28749		9047	34309	66235	59586	21105	10993	13474	198698	1329	17598	30541	7962	17303	8348	6210	19442	43484	20204	12510	5270	8497	134004	913	2722	13441	3904	11446	2446	2837	14867	22751		8595	5723	4977
2021	5_AL	AL	Alabama	20215_AL	127011	205547	36961	6662	4804	10534	10644	9922	20699	28924	36864	30337	37929	38171	2043	14038	36238	4238	19154	9285	3287	8787	36726	38432	9304	7208	19983	123919	1827	12468	26161	2759	11416	7245	2050	3388	24746	10255	4661	4437	12506	84804	216	1570	10077	1479	7738	2040		5399		28177	4643	2771	7477
2021	5_AZ	AZ	Arizona	20215_AZ	154674	220732	21143	5549	2426		4878	6077	13697	22397	39872	35352	52546	59160	1623	15434	29949	7446	23311	13105	5646	30384	30693	49341	10949	8326	12002	140702	1247	13220	22799	5567	14472	9039	4300	15343	19547	15621	6382	4989	8176	97507	376	2214	7150	1879	8839	4066	1346	15041	11146	33720	4567	3337	3826
2021	5_CA	CA	California	20215_CA	160418		122403	11313	7835	16482	16066	16215	34827	51155	73564	57829	73073	73303		31077	38531	12599	33909	25790	4758	19101	35931	81158	20757	15580	27224	219569	16629	28117	28405	9602	20058	20516	2844	8134	23632	24507	11375	10064	15686	146503	3028	2960	10126	2997	13851	5274	1914	10967	12299	56651	9382	5516	11538
2021	5_CO	CO	Colorado	20215_CO	163438	281116	28303	7261	4449	7938	8276	9239	19406	31943	50988	39683	51744	50510	2027	20629	17170	4664		11078	6508		36366	54855	15051	11897	18162	141008	1528	17871	12547	3458	15087	8561	4166	10146	23536	16227	8969	6902	12010	101992	499	2758	4623	1206	8196	2517	2342	11164	12830		6082	4995	6152
2021	5_CT	CT	Connecticut	20215_CT	170946		41947	7673	6061	9787	10527	11497	20204	31533	47125	36611	54553	70224	1403	19557	41657	8147	24619	11578	6366	27105	31130	65377	12012	9542	11674	153213	1038	18011	29734	6059	15366	8942	4204	13295	19472	18482	6779	5140	6691	116954	365	1546	11923	2088	9253	2636	2162	13810	11658	46895	5233		4983
2021	5_FL	FL	Florida	20215_FL	189349	274969	31941	9343	4988	7659	8745	10568	23461	37870	54446	41783	52643	58680	941		19026	8081	27352	15971	4495	43485	45286	57916	19107	12144	13720	163281	736	19854	13484	5628	15654	12247	2228	21957	28156	16355	11811	6295	8876	127877	205	3780	5542	2453	11698	3724	2267	21528		41561	7296	5849	4844
2021	5_GA	GA	Georgia	20215_GA	318718	243272	44561	15804	10756	15538	14667	13546	28358	37815	56875	42206	54304	88891	1068	11903	23927	10258	25451	20000		35585	80227	68957	25061	12107	17644	188203	413	10071	14799	6649	13919	13780	8890	20401	49310	23528	13457	5326	7660	158749	655	1832	9128	3609	11532	6220	5874	15184	30917	45429	11604	6781	9984
2021	5_IL		Illinois	20215_IL	126183	23480	2072	3830	2272	2661	1922	1971	3972	7238	13048	14225	18343	40638	121	1597	6408		5231	3378	3670	18615	35401	20524	6242	2744	2443	59621	75	1213	4102	1941	2954	2440	2026	12048	19489	7137	3443	1283	1470	49468	46	384	2306	774	2277		1644	6567	15912	13387		1461	973
2021	5_IN	IN	Indiana	20215_IN	202509	265327	33749	9034	6742	9580	10459	12286	25780	36151	57509	41206	53090	59503	2313	15650	44207			13004	4570	27814	39123	68102	15753	11350	12891	166861	1780	13687	32676	7126	16433	9966	2843	13762	24071	21263	8962	6768		123699	533	1963	11531	2379	9845	3038		14052	15052	46839	6791	4582	5367
2021	5_KY	KY	Kentucky	20215_KY	74683	349983	86593	18380	20111	26255	21762	21179	36880	43239	54125	33821	32306	14301	7194	13767	30982	4321	24144	13150	4254	8697		60574	9879	7788	14450	116880	6783	12893	22960	3516	14102	11015	2554		8049	14952	4267		8191	95558	411	874	8022	805	10042	2135	1700	5780	5189	45622	5612	3107	6259
2021	5_LA	LA	Louisiana	20215_LA	88593	328643	79782	14604	14863	20062	19078	17185	31892	37394	48534	30786	35704	26140	8813	19872	20413	7158	22768	14055	4121	11862	17151	66272	13856	10216	18755	125446		18215	16261	5691	12148	11702	2485	4431	10311	13730	6812	6287	9644	109866	1084	1657	4152	1467	10620	2353	1636	7431	6840	52542	7044	3929	9111
2021	5_MA	MA	Massachusetts	20215_MA	356066	232560	40182	9511	6449	11154	9511	9032	17288	25830	41629	40319	65999	133293	515	17262	38274	6532	23569	11224	11295	33100	84528	95751	21083	12395	14640	208527		15901	25688	4322	14218	8969	7298	18604	52628	33951	12546	5924	8130	161641	167	1361	12586	2210	9351	2255		14496	31900	61800	8537	6471	6510
2021	5_MD	MD	Maryland	20215_MD	109901	179352	17889	3143	1696	2458	2947	3141	6095	11938	21677	21643	41234	57674	811	17510	7888	3265	12286	11073	3386	9513		35818	7794	8109	43892	104110	643	14725	5537		6582	8428	2286	3644	17662	9556	4488	4381	23707	88087		2785	2351	794	5704	2645	1100	5869	13190	26262	3306	3728	20185
2021	5_MI	MI	Michigan	20215_MI	114420	381759	53312	9086	9599	15001	15165	17230	36267	47412	71505	50088	54858	37181	5064	17987	79455	6367	25410	18834	2641	13521	19954	59626	13175	11628	12570	165055	4237	16544	58287	4717	13678	14330	1565	5409	11906	14366	6317	7106	6593		827	1443	21168	1650	11732	4504	1076	8112	8048	45260	6858	4522	5977
2021	5_MN	MN	Minnesota	20215_MN	267454	271702	45523	10826	7905	14114	11855	12009	26785	41806	63458	50623	64141	69645		12234	48245	10926		13709	6478	36873		77354	20025	12580	12215	190353	1303	10635	33366	7723	18247		4212	19963	34953	25493	11364	6635		149160	285	1599	14879	3203	13156	3431	2266	16910	20930	51861	8661	5945	6034
2021	5_MO	MO	Missouri	20215_MO	101005	192090	32012	8607	7436	11300	11420	11587	23561	31274	39525	27457	29759	22314	497	12303		5636	17162	13457	3735	18074		40543	14067	8679	10539	102272	404	11054	13377	3899	9147	9590	2020	8232	16221	10294		4797	5230	89616	93	1249	5843		8015	3867	1715	9842	11755	30249	6060	3882	5309
2021	5_NC	NC	North Carolina	20215_NC	92869	206222	35268		7806	10285	11595	10974	24216	29732	38342	28374	29526	21965	2675	14151	28612	4141	17891	8543	1998		15005	43435	8813	9084	7217	98060	2147	12776	20194	2874	10650		1341	5272	9244		4686	5137	4320	75890	528	1375	8418	1267	7241	1814		7113	5761	30745	4127	3947	2897
2021	5_NJ	NJ	New Jersey	20215_NJ	241764	196743	23783	4971	3286	5631	5887	6394	13091	18861	31565	30517	53403	105262	724	16613		12242	24737	14477	9636	31642	45020	65956	12207	11710	10990	162967	510	14771	17002	7822	14717	12146	5717	18690		21277	7779	6137	7684	119138	214	1842		4420	10020	2331	3919	12952	16305	44679	4428	5573	3306
2021	5_NY	NY	New York	20215_NY	167562	298141		8038	6608	9644	8003	8416	18392	26031	42361	34097	50020	56952	184		8575	5427	21821	32010	6706	25252	29412	94418	16557		22863	154299	109	15238	5655	3512	13585	24222	3796	13331	18491	26279	10929	6824	12328	139606	75	1492	2920	1915	8236	7788	2910		10921	68139	5628	7126	10535
2021	5_OH	OH	Ohio	20215_OH	116763			9990		13433		14628	31291	46896	63760	49397	55773	38100	4818	18198		8599	27858	16195	3562	15836	22130	61885	11588		13307	171475	4109	16730	58136	6546		13143	2373	6852	14042	14487	5723		8378	122866	709	1468	22655	2053	12824	3052	1189	8984	8088	47398	5865	3652	4929
2021	5_OK	OK	Oklahoma	20215_OK	192478	386356	67441	13575	10022	16753	15470	18951	37733	54276	75709	54724	62173	54249	14862	25811	29814	11213	36817	20259	6061	27898	40582	84618	23714	16004	35824	210069	11868		22562	8589	21052	16029	3991	11536	24325	24037	11372		22083	163408	2994		7252	2624	15765	4230	2070	16362	16257	60581	12342	6736	
